molecule	ORF	genome	gene	start	end	orientation
NZ_CP091962.1_3190	NZ_CP091962.1_3190	NZ_CP091962.1	ANK	235	267	1
NZ_CP091962.1_3190	NZ_CP091962.1_3190	NZ_CP091962.1	ANK	324	356	1
NZ_CP091967.1_3590	NZ_CP091967.1_3590	NZ_CP091967.1	ANK_1	166	198	1
NZ_CP091967.1_3590	NZ_CP091967.1_3590	NZ_CP091967.1	ANK	235	267	1
NZ_CP091967.1_3590	NZ_CP091967.1_3590	NZ_CP091967.1	ANK	324	356	1
NZ_CP092137.1_327	NZ_CP092137.1_327	NZ_CP092137.1	ANK_1	38	70	1
NZ_CP092137.1_327	NZ_CP092137.1_327	NZ_CP092137.1	ANK	122	154	1
NZ_CP092137.1_327	NZ_CP092137.1_327	NZ_CP092137.1	ANK	155	205	1
NZ_CP092137.1_327	NZ_CP092137.1_327	NZ_CP092137.1	ANK	206	239	1
NZ_CP092137.1_327	NZ_CP092137.1_327	NZ_CP092137.1	ANK	312	347	1
NZ_CP092137.1_327	NZ_CP092137.1_327	NZ_CP092137.1	ANK	350	382	1
NZ_CP092137.1_465	NZ_CP092137.1_465	NZ_CP092137.1	ANK_1	145	177	1
NZ_CP092137.1_465	NZ_CP092137.1_465	NZ_CP092137.1	ANK	179	210	1
NZ_CP092137.1_465	NZ_CP092137.1_465	NZ_CP092137.1	ANK	212	243	1
NZ_CP092137.1_465	NZ_CP092137.1_465	NZ_CP092137.1	ANK	244	275	1
NZ_CP092137.1_670	NZ_CP092137.1_670	NZ_CP092137.1	ANK_1	73	101	1
NZ_CP092137.1_670	NZ_CP092137.1_670	NZ_CP092137.1	ANK	102	135	1
NZ_CP092137.1_670	NZ_CP092137.1_670	NZ_CP092137.1	ANK	136	168	1
NZ_CP092137.1_670	NZ_CP092137.1_670	NZ_CP092137.1	ANK	169	200	1
NZ_CP092137.1_670	NZ_CP092137.1_670	NZ_CP092137.1	ANK	201	233	1
NZ_CP092137.1_670	NZ_CP092137.1_670	NZ_CP092137.1	ANK	234	265	1
NZ_CP092137.1_670	NZ_CP092137.1_670	NZ_CP092137.1	ANK	266	297	1
NZ_CP092137.1_670	NZ_CP092137.1_670	NZ_CP092137.1	ANK	299	331	1
NZ_CP092138.1_328	NZ_CP092138.1_328	NZ_CP092138.1	ANK_1	38	70	1
NZ_CP092138.1_328	NZ_CP092138.1_328	NZ_CP092138.1	ANK	122	154	1
NZ_CP092138.1_328	NZ_CP092138.1_328	NZ_CP092138.1	ANK	155	205	1
NZ_CP092138.1_328	NZ_CP092138.1_328	NZ_CP092138.1	ANK	206	239	1
NZ_CP092138.1_328	NZ_CP092138.1_328	NZ_CP092138.1	ANK	312	347	1
NZ_CP092138.1_328	NZ_CP092138.1_328	NZ_CP092138.1	ANK	350	382	1
NZ_CP092138.1_421	NZ_CP092138.1_421	NZ_CP092138.1	ANK_1	57	87	1
NZ_CP092138.1_421	NZ_CP092138.1_421	NZ_CP092138.1	ANK	88	120	1
NZ_CP092138.1_421	NZ_CP092138.1_421	NZ_CP092138.1	ANK	122	154	1
NZ_CP092138.1_421	NZ_CP092138.1_421	NZ_CP092138.1	ANK	157	193	1
NZ_CP092138.1_421	NZ_CP092138.1_421	NZ_CP092138.1	ANK	303	334	1
NZ_CP092138.1_466	NZ_CP092138.1_466	NZ_CP092138.1	ANK_1	145	177	1
NZ_CP092138.1_466	NZ_CP092138.1_466	NZ_CP092138.1	ANK	179	210	1
NZ_CP092138.1_466	NZ_CP092138.1_466	NZ_CP092138.1	ANK	212	243	1
NZ_CP092138.1_466	NZ_CP092138.1_466	NZ_CP092138.1	ANK	244	275	1
NZ_CP092138.1_552	NZ_CP092138.1_552	NZ_CP092138.1	ANK_1	32	64	1
NZ_CP092138.1_552	NZ_CP092138.1_552	NZ_CP092138.1	ANK	65	95	1
NZ_CP092138.1_552	NZ_CP092138.1_552	NZ_CP092138.1	ANK	99	133	1
NZ_CP092139.1_328	NZ_CP092139.1_328	NZ_CP092139.1	ANK_1	38	70	1
NZ_CP092139.1_328	NZ_CP092139.1_328	NZ_CP092139.1	ANK	122	154	1
NZ_CP092139.1_328	NZ_CP092139.1_328	NZ_CP092139.1	ANK	155	205	1
NZ_CP092139.1_328	NZ_CP092139.1_328	NZ_CP092139.1	ANK	206	239	1
NZ_CP092139.1_328	NZ_CP092139.1_328	NZ_CP092139.1	ANK	312	347	1
NZ_CP092139.1_328	NZ_CP092139.1_328	NZ_CP092139.1	ANK	350	382	1
NZ_CP092140.1_328	NZ_CP092140.1_328	NZ_CP092140.1	ANK_1	38	70	1
NZ_CP092140.1_328	NZ_CP092140.1_328	NZ_CP092140.1	ANK	122	154	1
NZ_CP092140.1_328	NZ_CP092140.1_328	NZ_CP092140.1	ANK	155	205	1
NZ_CP092140.1_328	NZ_CP092140.1_328	NZ_CP092140.1	ANK	206	239	1
NZ_CP092140.1_328	NZ_CP092140.1_328	NZ_CP092140.1	ANK	312	347	1
NZ_CP092140.1_328	NZ_CP092140.1_328	NZ_CP092140.1	ANK	350	382	1
NZ_CP092140.1_421	NZ_CP092140.1_421	NZ_CP092140.1	ANK_1	57	87	1
NZ_CP092140.1_421	NZ_CP092140.1_421	NZ_CP092140.1	ANK	88	120	1
NZ_CP092140.1_421	NZ_CP092140.1_421	NZ_CP092140.1	ANK	122	154	1
NZ_CP092140.1_421	NZ_CP092140.1_421	NZ_CP092140.1	ANK	157	193	1
NZ_CP092140.1_421	NZ_CP092140.1_421	NZ_CP092140.1	ANK	303	334	1
NZ_CP092140.1_552	NZ_CP092140.1_552	NZ_CP092140.1	ANK_1	32	64	1
NZ_CP092140.1_552	NZ_CP092140.1_552	NZ_CP092140.1	ANK	65	95	1
NZ_CP092140.1_552	NZ_CP092140.1_552	NZ_CP092140.1	ANK	99	133	1
NZ_CP092190.1_826	NZ_CP092190.1_826	NZ_CP092190.1	ANK_1	123	153	1
NZ_CP092190.1_826	NZ_CP092190.1_826	NZ_CP092190.1	ANK	156	188	1
NZ_CP092203.1_3452	NZ_CP092203.1_3452	NZ_CP092203.1	ANK_1	120	152	1
NZ_CP092203.1_3452	NZ_CP092203.1_3452	NZ_CP092203.1	ANK	278	309	1
NZ_CP092526.1_1017	NZ_CP092526.1_1017	NZ_CP092526.1	ANK_1	27	60	1
NZ_CP092526.1_1017	NZ_CP092526.1_1017	NZ_CP092526.1	ANK	123	157	1
NZ_CP092526.1_1017	NZ_CP092526.1_1017	NZ_CP092526.1	ANK	156	187	1
NZ_CP092526.1_1017	NZ_CP092526.1_1017	NZ_CP092526.1	ANK	322	352	1
NZ_CP092526.1_1251	NZ_CP092526.1_1251	NZ_CP092526.1	ANK_1	63	95	1
NZ_CP092526.1_1251	NZ_CP092526.1_1251	NZ_CP092526.1	ANK	97	127	1
NZ_CP092526.1_1338	NZ_CP092526.1_1338	NZ_CP092526.1	ANK_1	58	89	1
NZ_CP092526.1_1338	NZ_CP092526.1_1338	NZ_CP092526.1	ANK	92	123	1
NZ_CP092526.1_1338	NZ_CP092526.1_1338	NZ_CP092526.1	ANK	124	156	1
NZ_CP092526.1_1419	NZ_CP092526.1_1419	NZ_CP092526.1	ANK_1	313	345	1
NZ_CP092526.1_1419	NZ_CP092526.1_1419	NZ_CP092526.1	ANK	349	380	1
NZ_CP092526.1_1419	NZ_CP092526.1_1419	NZ_CP092526.1	ANK	381	413	1
NZ_CP092526.1_1419	NZ_CP092526.1_1419	NZ_CP092526.1	ANK	414	448	1
NZ_CP092526.1_202	NZ_CP092526.1_202	NZ_CP092526.1	ANK_1	25	54	1
NZ_CP092526.1_202	NZ_CP092526.1_202	NZ_CP092526.1	ANK	55	86	1
NZ_CP092526.1_202	NZ_CP092526.1_202	NZ_CP092526.1	ANK	89	121	1
NZ_CP092526.1_345	NZ_CP092526.1_345	NZ_CP092526.1	ANK_1	17	49	1
NZ_CP092526.1_345	NZ_CP092526.1_345	NZ_CP092526.1	ANK	50	82	1
NZ_CP092526.1_592	NZ_CP092526.1_592	NZ_CP092526.1	ANK_1	40	71	1
NZ_CP092526.1_592	NZ_CP092526.1_592	NZ_CP092526.1	ANK	74	104	1
NZ_CP092526.1_592	NZ_CP092526.1_592	NZ_CP092526.1	ANK	326	359	1
NZ_CP092672.1_3092	NZ_CP092672.1_3092	NZ_CP092672.1	ANK_1	151	179	1
NZ_CP092672.1_3092	NZ_CP092672.1_3092	NZ_CP092672.1	ANK	263	296	1
NZ_CP092672.1_3092	NZ_CP092672.1_3092	NZ_CP092672.1	ANK	297	326	1
NZ_CP092676.1_2928	NZ_CP092676.1_2928	NZ_CP092676.1	ANK_1	151	179	1
NZ_CP092676.1_2928	NZ_CP092676.1_2928	NZ_CP092676.1	ANK	263	296	1
NZ_CP092681.1_3062	NZ_CP092681.1_3062	NZ_CP092681.1	ANK_1	166	198	1
NZ_CP092681.1_3062	NZ_CP092681.1_3062	NZ_CP092681.1	ANK	235	267	1
NZ_CP092681.1_3062	NZ_CP092681.1_3062	NZ_CP092681.1	ANK	324	356	1
NZ_CP092985.1_518	NZ_CP092985.1_518	NZ_CP092985.1	ANK_1	166	198	1
NZ_CP092985.1_518	NZ_CP092985.1_518	NZ_CP092985.1	ANK	235	267	1
NZ_CP092985.1_518	NZ_CP092985.1_518	NZ_CP092985.1	ANK	324	356	1
NZ_CP093332.1_3638	NZ_CP093332.1_3638	NZ_CP093332.1	ANK_1	38	70	1
NZ_CP093332.1_3638	NZ_CP093332.1_3638	NZ_CP093332.1	ANK	139	175	1
NZ_CP093528.1_3171	NZ_CP093528.1_3171	NZ_CP093528.1	ANK_1	58	90	1
NZ_CP093528.1_3171	NZ_CP093528.1_3171	NZ_CP093528.1	ANK	157	194	1
NZ_CP093835.1_4427	NZ_CP093835.1_4427	NZ_CP093835.1	ANK_1	63	95	1
NZ_CP093835.1_4427	NZ_CP093835.1_4427	NZ_CP093835.1	ANK	163	200	1
NZ_CP094298.1_3833	NZ_CP094298.1_3833	NZ_CP094298.1	ANK_1	103	134	1
NZ_CP094298.1_3833	NZ_CP094298.1_3833	NZ_CP094298.1	ANK	141	170	1
NZ_CP094344.1_247	NZ_CP094344.1_247	NZ_CP094344.1	ANK_1	52	85	1
NZ_CP094344.1_247	NZ_CP094344.1_247	NZ_CP094344.1	ANK	90	122	1
NZ_CP094645.1_1150	NZ_CP094645.1_1150	NZ_CP094645.1	ANK_1	35	67	1
NZ_CP094645.1_1150	NZ_CP094645.1_1150	NZ_CP094645.1	ANK	112	143	1
NZ_CP094645.1_1150	NZ_CP094645.1_1150	NZ_CP094645.1	ANK	145	176	1
NZ_CP094645.1_1767	NZ_CP094645.1_1767	NZ_CP094645.1	ANK_1	55	87	1
NZ_CP094645.1_1767	NZ_CP094645.1_1767	NZ_CP094645.1	ANK	89	120	1
NZ_CP094645.1_1767	NZ_CP094645.1_1767	NZ_CP094645.1	ANK	123	153	1
NZ_CP094645.1_1767	NZ_CP094645.1_1767	NZ_CP094645.1	ANK	154	191	1
NZ_CP094645.1_1767	NZ_CP094645.1_1767	NZ_CP094645.1	ANK	192	224	1
NZ_CP094645.1_1798	NZ_CP094645.1_1798	NZ_CP094645.1	ANK_1	25	55	1
NZ_CP094645.1_1798	NZ_CP094645.1_1798	NZ_CP094645.1	ANK	56	88	1
NZ_CP094645.1_1798	NZ_CP094645.1_1798	NZ_CP094645.1	ANK	90	121	1
NZ_CP094645.1_1983	NZ_CP094645.1_1983	NZ_CP094645.1	ANK_1	34	66	1
NZ_CP094645.1_1983	NZ_CP094645.1_1983	NZ_CP094645.1	ANK	67	99	1
NZ_CP094645.1_1983	NZ_CP094645.1_1983	NZ_CP094645.1	ANK	129	160	1
NZ_CP094645.1_1983	NZ_CP094645.1_1983	NZ_CP094645.1	ANK	161	194	1
NZ_CP094645.1_2009	NZ_CP094645.1_2009	NZ_CP094645.1	ANK_1	40	72	1
NZ_CP094645.1_2009	NZ_CP094645.1_2009	NZ_CP094645.1	ANK	73	118	1
NZ_CP094645.1_2009	NZ_CP094645.1_2009	NZ_CP094645.1	ANK	153	185	1
NZ_CP094645.1_2493	NZ_CP094645.1_2493	NZ_CP094645.1	ANK_1	40	72	1
NZ_CP094645.1_2493	NZ_CP094645.1_2493	NZ_CP094645.1	ANK	73	118	1
NZ_CP094645.1_2493	NZ_CP094645.1_2493	NZ_CP094645.1	ANK	153	185	1
NZ_CP094645.1_397	NZ_CP094645.1_397	NZ_CP094645.1	ANK_1	40	72	1
NZ_CP094645.1_397	NZ_CP094645.1_397	NZ_CP094645.1	ANK	73	118	1
NZ_CP094645.1_397	NZ_CP094645.1_397	NZ_CP094645.1	ANK	153	185	1
NZ_CP094645.1_42	NZ_CP094645.1_42	NZ_CP094645.1	ANK_1	35	67	1
NZ_CP094645.1_42	NZ_CP094645.1_42	NZ_CP094645.1	ANK	68	113	1
NZ_CP094645.1_42	NZ_CP094645.1_42	NZ_CP094645.1	ANK	148	180	1
NZ_CP094645.1_548	NZ_CP094645.1_548	NZ_CP094645.1	ANK_1	73	105	1
NZ_CP094645.1_548	NZ_CP094645.1_548	NZ_CP094645.1	ANK	106	143	1
NZ_CP094645.1_548	NZ_CP094645.1_548	NZ_CP094645.1	ANK	144	176	1
NZ_CP095061.1_3631	NZ_CP095061.1_3631	NZ_CP095061.1	ANK_1	66	98	1
NZ_CP095061.1_3631	NZ_CP095061.1_3631	NZ_CP095061.1	ANK	99	131	1
NZ_CP095497.1_3204	NZ_CP095497.1_3204	NZ_CP095497.1	ANK_1	61	93	1
NZ_CP095497.1_3204	NZ_CP095497.1_3204	NZ_CP095497.1	ANK	160	197	1
NZ_CP095498.1_2147	NZ_CP095498.1_2147	NZ_CP095498.1	ANK_1	100	132	1
NZ_CP095498.1_2147	NZ_CP095498.1_2147	NZ_CP095498.1	ANK	130	162	1
NZ_CP095498.1_2147	NZ_CP095498.1_2147	NZ_CP095498.1	ANK	163	195	1
NZ_CP096139.1_2007	NZ_CP096139.1_2007	NZ_CP096139.1	ANK_1	340	372	1
NZ_CP096139.1_2007	NZ_CP096139.1_2007	NZ_CP096139.1	ANK	440	471	1
NZ_CP096139.1_2007	NZ_CP096139.1_2007	NZ_CP096139.1	ANK	753	784	1
NZ_CP096139.1_2007	NZ_CP096139.1_2007	NZ_CP096139.1	ANK	917	949	1
NZ_CP096139.1_2007	NZ_CP096139.1_2007	NZ_CP096139.1	ANK	1035	1069	1
NZ_CP096883.1_1	NZ_CP096883.1_1	NZ_CP096883.1	ANK_1	93	122	1
NZ_CP096883.1_1	NZ_CP096883.1_1	NZ_CP096883.1	ANK	291	323	1
NZ_CP096926.1_1052	NZ_CP096926.1_1052	NZ_CP096926.1	ANK_1	83	115	1
NZ_CP096926.1_1052	NZ_CP096926.1_1052	NZ_CP096926.1	ANK	116	148	1
NZ_CP096926.1_282	NZ_CP096926.1_282	NZ_CP096926.1	ANK_1	41	72	1
NZ_CP096926.1_282	NZ_CP096926.1_282	NZ_CP096926.1	ANK	112	145	1
NZ_CP096926.1_282	NZ_CP096926.1_282	NZ_CP096926.1	ANK	145	185	1
NZ_CP096926.1_44	NZ_CP096926.1_44	NZ_CP096926.1	ANK_1	674	706	1
NZ_CP096926.1_44	NZ_CP096926.1_44	NZ_CP096926.1	ANK	717	749	1
NZ_CP096926.1_44	NZ_CP096926.1_44	NZ_CP096926.1	ANK	750	782	1
NZ_CP096926.1_44	NZ_CP096926.1_44	NZ_CP096926.1	ANK	817	847	1
NZ_CP096926.1_44	NZ_CP096926.1_44	NZ_CP096926.1	ANK	849	881	1
NZ_CP096926.1_44	NZ_CP096926.1_44	NZ_CP096926.1	ANK	882	914	1
NZ_CP096926.1_44	NZ_CP096926.1_44	NZ_CP096926.1	ANK	915	947	1
NZ_CP097252.1_3104	NZ_CP097252.1_3104	NZ_CP097252.1	ANK_1	51	83	1
NZ_CP097252.1_3104	NZ_CP097252.1_3104	NZ_CP097252.1	ANK	84	117	1
NZ_CP097464.1_1800	NZ_CP097464.1_1800	NZ_CP097464.1	ANK_1	74	106	1
NZ_CP097464.1_1800	NZ_CP097464.1_1800	NZ_CP097464.1	ANK	107	139	1
NZ_CP097575.1_5750	NZ_CP097575.1_5750	NZ_CP097575.1	ANK_1	47	79	1
NZ_CP097575.1_5750	NZ_CP097575.1_5750	NZ_CP097575.1	ANK	113	145	1
NZ_CP097859.1_243	NZ_CP097859.1_243	NZ_CP097859.1	ANK_1	69	100	1
NZ_CP097859.1_243	NZ_CP097859.1_243	NZ_CP097859.1	ANK	259	290	1
NZ_CP098246.1_1197	NZ_CP098246.1_1197	NZ_CP098246.1	ANK_1	99	128	1
NZ_CP098246.1_1197	NZ_CP098246.1_1197	NZ_CP098246.1	ANK	129	165	1
NZ_CP098250.1_1541	NZ_CP098250.1_1541	NZ_CP098250.1	ANK_1	100	129	1
NZ_CP098250.1_1541	NZ_CP098250.1_1541	NZ_CP098250.1	ANK	130	167	1
NZ_CP098250.1_1541	NZ_CP098250.1_1541	NZ_CP098250.1	ANK	165	195	1
NZ_CP098483.1_2855	NZ_CP098483.1_2855	NZ_CP098483.1	ANK_1	191	223	1
NZ_CP098483.1_2855	NZ_CP098483.1_2855	NZ_CP098483.1	ANK	224	255	1
NZ_CP098772.1_2502	NZ_CP098772.1_2502	NZ_CP098772.1	ANK_1	53	84	1
NZ_CP098772.1_2502	NZ_CP098772.1_2502	NZ_CP098772.1	ANK	86	118	1
NZ_CP098772.1_2502	NZ_CP098772.1_2502	NZ_CP098772.1	ANK	312	343	1
NZ_CP099464.1_3038	NZ_CP099464.1_3038	NZ_CP099464.1	ANK_1	37	69	1
NZ_CP099464.1_3038	NZ_CP099464.1_3038	NZ_CP099464.1	ANK	71	103	1
NZ_CP099464.1_3038	NZ_CP099464.1_3038	NZ_CP099464.1	ANK	104	136	1
NZ_CP099464.1_3038	NZ_CP099464.1_3038	NZ_CP099464.1	ANK	170	202	1
NZ_CP099464.1_3038	NZ_CP099464.1_3038	NZ_CP099464.1	ANK	236	268	1
NZ_CP099464.1_3038	NZ_CP099464.1_3038	NZ_CP099464.1	ANK	269	301	1
NZ_CP099464.1_3038	NZ_CP099464.1_3038	NZ_CP099464.1	ANK	334	366	1
NZ_CP099464.1_3038	NZ_CP099464.1_3038	NZ_CP099464.1	ANK	367	399	1
NZ_CP099592.1_1020	NZ_CP099592.1_1020	NZ_CP099592.1	ANK_1	73	104	1
NZ_CP099592.1_1020	NZ_CP099592.1_1020	NZ_CP099592.1	ANK	108	139	1
NZ_CP099592.1_262	NZ_CP099592.1_262	NZ_CP099592.1	ANK_1	53	85	1
NZ_CP099592.1_262	NZ_CP099592.1_262	NZ_CP099592.1	ANK	86	118	1
NZ_CP099592.1_262	NZ_CP099592.1_262	NZ_CP099592.1	ANK	119	151	1
NZ_CP099592.1_558	NZ_CP099592.1_558	NZ_CP099592.1	ANK_1	41	72	1
NZ_CP099592.1_558	NZ_CP099592.1_558	NZ_CP099592.1	ANK	112	145	1
NZ_CP099592.1_558	NZ_CP099592.1_558	NZ_CP099592.1	ANK	145	185	1
NZ_CP100397.1_3355	NZ_CP100397.1_3355	NZ_CP100397.1	ANK_1	103	134	1
NZ_CP100397.1_3355	NZ_CP100397.1_3355	NZ_CP100397.1	ANK	141	170	1
NZ_CP100443.1_3334	NZ_CP100443.1_3334	NZ_CP100443.1	ANK_1	103	134	1
NZ_CP100443.1_3334	NZ_CP100443.1_3334	NZ_CP100443.1	ANK	141	170	1
NZ_CP101111.1_733	NZ_CP101111.1_733	NZ_CP101111.1	ANK_1	102	133	1
NZ_CP101111.1_733	NZ_CP101111.1_733	NZ_CP101111.1	ANK	175	208	1
NZ_CP101112.1_81	NZ_CP101112.1_81	NZ_CP101112.1	ANK_1	102	133	1
NZ_CP101112.1_81	NZ_CP101112.1_81	NZ_CP101112.1	ANK	175	208	1
NZ_CP101505.1_889	NZ_CP101505.1_889	NZ_CP101505.1	ANK_1	81	113	1
NZ_CP101505.1_889	NZ_CP101505.1_889	NZ_CP101505.1	ANK	114	146	1
NZ_CP101913.1_2345	NZ_CP101913.1_2345	NZ_CP101913.1	ANK_1	63	95	1
NZ_CP101913.1_2345	NZ_CP101913.1_2345	NZ_CP101913.1	ANK	164	200	1
NZ_CP102285.1_2161	NZ_CP102285.1_2161	NZ_CP102285.1	ANK_1	212	244	1
NZ_CP102285.1_2161	NZ_CP102285.1_2161	NZ_CP102285.1	ANK	247	277	1
NZ_CP102285.1_2161	NZ_CP102285.1_2161	NZ_CP102285.1	ANK	278	313	1
NZ_CP102285.1_2161	NZ_CP102285.1_2161	NZ_CP102285.1	ANK	487	519	1
NZ_CP102285.1_2161	NZ_CP102285.1_2161	NZ_CP102285.1	ANK	586	618	1
NZ_CP102285.1_2161	NZ_CP102285.1_2161	NZ_CP102285.1	ANK	619	651	1
NZ_CP102285.1_2161	NZ_CP102285.1_2161	NZ_CP102285.1	ANK	653	684	1
NZ_CP102682.1_1505	NZ_CP102682.1_1505	NZ_CP102682.1	ANK_1	76	108	1
NZ_CP102682.1_1505	NZ_CP102682.1_1505	NZ_CP102682.1	ANK	193	225	1
NZ_CP102682.1_1505	NZ_CP102682.1_1505	NZ_CP102682.1	ANK	226	256	1
NZ_CP102682.1_1505	NZ_CP102682.1_1505	NZ_CP102682.1	ANK	260	293	1
NZ_CP102682.1_1505	NZ_CP102682.1_1505	NZ_CP102682.1	ANK	297	327	1
NZ_CP102682.1_1814	NZ_CP102682.1_1814	NZ_CP102682.1	ANK_1	74	106	1
NZ_CP102682.1_1814	NZ_CP102682.1_1814	NZ_CP102682.1	ANK	107	139	1
NZ_CP102930.1_2833	NZ_CP102930.1_2833	NZ_CP102930.1	ANK_1	63	95	1
NZ_CP102930.1_2833	NZ_CP102930.1_2833	NZ_CP102930.1	ANK	96	126	1
NZ_CP102942.1_1414	NZ_CP102942.1_1414	NZ_CP102942.1	ANK_1	271	302	1
NZ_CP102942.1_1414	NZ_CP102942.1_1414	NZ_CP102942.1	ANK	304	336	1
NZ_CP103054.1_1449	NZ_CP103054.1_1449	NZ_CP103054.1	ANK_1	49	82	1
NZ_CP103054.1_1449	NZ_CP103054.1_1449	NZ_CP103054.1	ANK	115	147	1
NZ_CP103426.1_130	NZ_CP103426.1_130	NZ_CP103426.1	ANK_1	195	227	1
NZ_CP103426.1_130	NZ_CP103426.1_130	NZ_CP103426.1	ANK	228	260	1
NZ_CP103426.1_1528	NZ_CP103426.1_1528	NZ_CP103426.1	ANK_1	193	225	1
NZ_CP103426.1_1528	NZ_CP103426.1_1528	NZ_CP103426.1	ANK	226	258	1
NZ_CP103426.1_1528	NZ_CP103426.1_1528	NZ_CP103426.1	ANK	259	291	1
NZ_CP103426.1_1528	NZ_CP103426.1_1528	NZ_CP103426.1	ANK	325	357	1
NZ_CP103426.1_1528	NZ_CP103426.1_1528	NZ_CP103426.1	ANK	358	390	1
NZ_CP103426.1_1528	NZ_CP103426.1_1528	NZ_CP103426.1	ANK	424	456	1
NZ_CP103426.1_1528	NZ_CP103426.1_1528	NZ_CP103426.1	ANK	457	489	1
NZ_CP103426.1_1528	NZ_CP103426.1_1528	NZ_CP103426.1	ANK	607	642	1
NZ_CP103427.1_130	NZ_CP103427.1_130	NZ_CP103427.1	ANK_1	64	91	1
NZ_CP103427.1_130	NZ_CP103427.1_130	NZ_CP103427.1	ANK	195	227	1
NZ_CP103427.1_130	NZ_CP103427.1_130	NZ_CP103427.1	ANK	228	260	1
NZ_CP103429.1_129	NZ_CP103429.1_129	NZ_CP103429.1	ANK_1	64	91	1
NZ_CP103429.1_129	NZ_CP103429.1_129	NZ_CP103429.1	ANK	195	227	1
NZ_CP103429.1_129	NZ_CP103429.1_129	NZ_CP103429.1	ANK	228	260	1
NZ_CP103430.1_131	NZ_CP103430.1_131	NZ_CP103430.1	ANK_1	64	91	1
NZ_CP103430.1_131	NZ_CP103430.1_131	NZ_CP103430.1	ANK	195	227	1
NZ_CP103430.1_131	NZ_CP103430.1_131	NZ_CP103430.1	ANK	228	260	1
NZ_CP103431.1_1474	NZ_CP103431.1_1474	NZ_CP103431.1	ANK_1	329	361	1
NZ_CP103431.1_1474	NZ_CP103431.1_1474	NZ_CP103431.1	ANK	362	394	1
NZ_CP103431.1_1474	NZ_CP103431.1_1474	NZ_CP103431.1	ANK	395	427	1
NZ_CP103431.1_1474	NZ_CP103431.1_1474	NZ_CP103431.1	ANK	461	493	1
NZ_CP103431.1_1474	NZ_CP103431.1_1474	NZ_CP103431.1	ANK	494	526	1
NZ_CP103431.1_1474	NZ_CP103431.1_1474	NZ_CP103431.1	ANK	560	592	1
NZ_CP103431.1_1474	NZ_CP103431.1_1474	NZ_CP103431.1	ANK	593	625	1
NZ_CP103432.1_130	NZ_CP103432.1_130	NZ_CP103432.1	ANK_1	195	227	1
NZ_CP103432.1_130	NZ_CP103432.1_130	NZ_CP103432.1	ANK	228	260	1
NZ_CP103432.1_1531	NZ_CP103432.1_1531	NZ_CP103432.1	ANK_1	193	225	1
NZ_CP103432.1_1531	NZ_CP103432.1_1531	NZ_CP103432.1	ANK	226	258	1
NZ_CP103432.1_1531	NZ_CP103432.1_1531	NZ_CP103432.1	ANK	259	291	1
NZ_CP103432.1_1531	NZ_CP103432.1_1531	NZ_CP103432.1	ANK	325	357	1
NZ_CP103432.1_1531	NZ_CP103432.1_1531	NZ_CP103432.1	ANK	358	390	1
NZ_CP103432.1_1531	NZ_CP103432.1_1531	NZ_CP103432.1	ANK	424	456	1
NZ_CP103432.1_1531	NZ_CP103432.1_1531	NZ_CP103432.1	ANK	457	489	1
NZ_CP103432.1_1531	NZ_CP103432.1_1531	NZ_CP103432.1	ANK	607	642	1
NZ_CP103433.1_129	NZ_CP103433.1_129	NZ_CP103433.1	ANK_1	195	227	1
NZ_CP103433.1_129	NZ_CP103433.1_129	NZ_CP103433.1	ANK	228	260	1
NZ_CP103433.1_1535	NZ_CP103433.1_1535	NZ_CP103433.1	ANK_1	193	225	1
NZ_CP103433.1_1535	NZ_CP103433.1_1535	NZ_CP103433.1	ANK	226	258	1
NZ_CP103433.1_1535	NZ_CP103433.1_1535	NZ_CP103433.1	ANK	259	291	1
NZ_CP103433.1_1535	NZ_CP103433.1_1535	NZ_CP103433.1	ANK	325	357	1
NZ_CP103433.1_1535	NZ_CP103433.1_1535	NZ_CP103433.1	ANK	358	390	1
NZ_CP103433.1_1535	NZ_CP103433.1_1535	NZ_CP103433.1	ANK	424	456	1
NZ_CP103433.1_1535	NZ_CP103433.1_1535	NZ_CP103433.1	ANK	457	489	1
NZ_CP103433.1_1535	NZ_CP103433.1_1535	NZ_CP103433.1	ANK	607	642	1
NZ_CP103434.1_130	NZ_CP103434.1_130	NZ_CP103434.1	ANK_1	195	227	1
NZ_CP103434.1_130	NZ_CP103434.1_130	NZ_CP103434.1	ANK	228	260	1
NZ_CP103434.1_1538	NZ_CP103434.1_1538	NZ_CP103434.1	ANK_1	193	225	1
NZ_CP103434.1_1538	NZ_CP103434.1_1538	NZ_CP103434.1	ANK	226	258	1
NZ_CP103434.1_1538	NZ_CP103434.1_1538	NZ_CP103434.1	ANK	259	291	1
NZ_CP103434.1_1538	NZ_CP103434.1_1538	NZ_CP103434.1	ANK	325	357	1
NZ_CP103434.1_1538	NZ_CP103434.1_1538	NZ_CP103434.1	ANK	358	390	1
NZ_CP103434.1_1538	NZ_CP103434.1_1538	NZ_CP103434.1	ANK	424	456	1
NZ_CP103434.1_1538	NZ_CP103434.1_1538	NZ_CP103434.1	ANK	457	489	1
NZ_CP103434.1_1538	NZ_CP103434.1_1538	NZ_CP103434.1	ANK	607	642	1
NZ_CP104147.1_1592	NZ_CP104147.1_1592	NZ_CP104147.1	ANK_1	416	446	1
